r,num_nbrs
0.6292786040787169,10
0.3322604191555347,14
0.9655251065602011,2
0.09136322640730588,78
0.8328073802767378,6
0.14977501704442187,45
0.5118469114270139,8
0.7006529634400941,6
0.27740334784685416,10
0.45267389477325026,11
0.9875859789434159,2
0.5472685329708992,8
0.9784974769599419,4
0.9279382540078154,2
0.5561472313825992,8
0.15401640285254847,36
0.4588987402460776,8
0.4604073212499813,7
0.6889356625544278,5
0.1433778105794583,32
0.051952607946177176,90
0.2554590884622274,19
0.2841083704899995,18
0.7285604764051956,9
0.49205086902900463,10
0.6849088989296539,4
0.31188139575575424,15
0.22012738022057676,24
0.38285426942070977,14
0.5807524768209158,8
0.514108639109805,15
0.747879780861834,6
0.544655179333021,8
0.5321944529231523,5
0.7165155369340548,2
0.7029682261959064,10
0.24794125996727046,17
0.4777439130491059,15
0.735421286292716,6
0.6171290108687956,9
0.011215922376816567,91
0.17623800128679912,25
0.5146357577043925,9
0.8283185663544993,6
0.09433319781808536,79
0.5021459809151584,6
0.6582884144687648,5
0.007913709240295663,92
0.8041950935087286,4
0.7010658099234628,6
0.10852548488884839,50
0.3736199315649663,13
0.7845172259512591,3
0.19344902455563806,32
0.5679729299509718,13
0.7719900878165211,12
0.990333058455812,5
0.9288058381733216,6
0.13880262550129152,37
0.3076741568766752,15
0.07513695712782276,76
0.8357980271509073,5
0.7341122057455615,6
0.9415146276999131,5
0.3461185448380826,15
0.5316480241761983,15
0.9324724558736437,11
0.06768665868609025,80
0.5359105786603146,11
0.2707486359144545,19
0.7290722660978539,3
0.4956025593854734,6
0.7285412452630056,10
0.9508710954587082,4
0.956217748183171,2
0.6367018458153919,6
0.8098785707816943,10
0.24323685094040348,18
0.8543077700280741,10
0.6904621139757147,6
0.09706262132141785,57
0.16442458037749874,32
0.5859828488050374,7
0.8595805711300665,5
0.5708286061821293,11
0.20841084608117333,29
0.488329199970737,8
0.2029285120480342,29
0.7020255254960535,3
0.5956580502967908,5
0.015644365217108658,96
0.3161912811320836,19
0.6186728670181099,7
0.9803131898025683,3
0.3510735486493626,14
0.03681349229786102,87
0.4302199713465644,8
0.014774399126817994,94
0.9534421183117311,2
0.9286978116211462,5
0.20426459695795485,19
0.7633233803680283,6
0.9693486599240322,6
0.06383301788244322,84
0.4929863057953552,11
0.22216271724251468,25
0.5225292525445993,9
0.396523142884894,14
0.18285069019431288,33
0.32067153670562887,16
0.10624086966965762,48
0.5501396389142454,6
0.7667633050270315,6
0.19540230646310874,26
0.2639102909811559,20
0.18507570714416832,25
0.489309503967419,11
0.637604611664435,6
0.6643638134229513,13
0.3196390804505722,9
0.639152758566509,6
0.40051726218931083,14
0.25098242449576147,21
0.24125848924789528,21
0.7286530342025047,6
0.3944199324275911,13
0.09754403172568837,58
0.1644333875106554,30
0.598626684512445,7
0.6588809311079912,14
0.2121754014020808,26
0.30934737715983573,18
0.25408593723264994,21
0.07527521903232748,75
0.3892945643811364,13
0.69119220188026,9
0.38055329815529715,13
0.8688199906983439,9
0.507106989665312,9
0.8898661157229073,5
0.8157143080191438,3
0.2937062627267496,14
0.7047341308804235,4
0.36839277582808916,16
0.47778100856708217,5
0.10543294258953728,46
0.9575266695878595,7
0.11559052742512166,43
0.15831886864026457,33
0.7514158470816714,9
0.10801878866086834,59
0.9850090361657062,4
0.6500184518322343,3
0.7439582515563756,7
0.6360094061372363,3
0.890668444228757,7
0.9322893084649528,6
0.8119291671154549,6
0.13252249839129338,35
0.2903674315364144,20
0.6599381294228814,8
0.9011105790259183,6
0.7669843243464055,6
0.19904788651004235,29
0.3497780411371856,14
0.08856389968924971,69
0.09883950550434872,54
0.9034056783991826,3
0.6939796477130842,8
0.7413403563301351,5
0.43617082583954114,7
0.012612989368050997,92
0.8350501130934376,3
0.27102250013861406,12
0.9903954763234201,5
0.8882775993183095,7
0.8503410785623403,6
0.7472420252105774,9
0.5945951626501275,6
0.20453978430351238,31
0.23118959365933067,20
0.006378588786358996,91
0.989428496269061,3
0.6829516825638859,5
0.6953682314397062,7
0.4975507651013199,7
0.06906750998052691,83
0.3262889037618596,12
0.8088216727314896,2
0.2225952879173061,26
0.026721384288624472,94
0.3304196457758867,18
0.6390275165763447,9
0.978731918091133,3
0.25550260967154204,22
0.10099540211419733,54
0.950093004850421,4
0.21246948842946256,19
0.3406768321868172,21
0.6453329529007342,2
0.9218294344391466,9
0.5314835123367987,5
0.8503390940334125,5
0.055747665184484596,90
0.6930868824924874,9
0.9846301671974428,4
0.35201651503375564,15
0.6646256259697454,7
0.0007216192329121407,93
0.1797476321817646,24
0.35802240663234186,9
0.23097405157611228,25
0.16899741538765767,36
0.824972377461064,7
0.11079253002931921,42
0.12038271751512075,47
0.8345019430037007,11
0.20959797451304785,26
0.477447602392266,9
0.09069516712395276,65
0.7733870286325131,6
0.40395843098267104,12
0.7419960250335608,10
0.5929303775052304,9
0.5539138304205883,4
0.9887516488703172,5
0.6758840368477533,6
0.462856381340952,14
0.00833502979159395,94
0.7490919663662975,6
0.7965584382649044,6
0.11302889421250939,55
0.252561446136616,17
0.17200131455189271,25
0.43009191011318637,11
0.05805491736991142,77
0.13266413952078127,31
0.6305265085978422,5
0.8755409184686374,1
0.15630131578559647,35
0.6948834535557543,7
0.7042875148562001,7
0.3563606935228607,19
0.4402167493229976,11
0.15728135460506454,35
0.686708654757233,12
0.12891423513692313,40
0.1907419005913753,24
0.05629727321776712,82
0.22229420327697424,22
0.9534351180658392,4
0.1524348919213252,35
0.19294652779209676,27
0.6176482773190582,7
0.7604145789692593,6
0.8607878833986923,2
0.4383064875888515,11
0.5567983946966715,8
0.2261054258538806,18
0.2573864712545202,22
0.29652180968341124,18
0.4333462306515877,13
0.18339343010766584,26
0.3335308649294213,12
0.7122652977891625,7
0.42201497080970407,15
0.103089813911305,64
0.22868809949828472,24
0.07731774414850956,88
0.9163476199438501,7
0.8933578829628961,7
0.21341675714965436,26
0.5452378515166593,8
0.8210230125380285,2
0.4903811455873982,8
0.4098916080475663,8
0.2596519186247259,21
0.5037052602408354,8
0.9450137080935401,4
0.9671517465886773,4
0.47121649169583313,11
0.46534536843426455,9
0.895421284106074,7
0.953037341088114,8
0.03897611111177446,85
0.2941511431654449,14
0.25829761291815045,18
0.7075324637017762,9
0.07532129134791232,79
0.5789140929765896,9
0.7102958897409675,5
0.4044925602472559,11
0.7550043358469293,4
0.3860931750241401,17
0.24999150225744626,21
0.11397031839122773,55
0.5139508734762562,5
0.004578602310999047,92
0.898053923981769,6
0.016710734845371222,93
0.9040445521562677,5
0.2501197812715723,22
0.9757338792713689,5
0.5049384663515493,11
0.9061093059386882,5
0.2004595295913768,23
0.9566897849354218,3
0.40456746442570535,12
0.7093960751576659,9
0.4730604510266987,10
0.8511489051582336,10
0.3930430708682696,14
0.4505884532060377,10
0.8008206879296512,11
0.46499953905501146,11
0.7866935432543256,7
0.32990974498651593,17
0.12950458402472687,40
0.8388256771949393,7
0.0015227742959793567,92
0.47058589293777664,9
0.02508417564895471,93
0.12519239798657855,48
0.7193380575550722,12
0.3788292364482062,12
0.5076869377477133,9
0.9457138093079926,8
0.7555729699978129,4
0.42478901947721637,12
0.7696052099159046,11
0.48403382843713716,7
0.8980658247265717,3
0.3912848546880163,10
0.9971288915294231,2
0.4510788393962487,8
0.082691271686813,81
0.510528128300481,15
0.6617838485068652,5
0.6798766184684603,12
0.7044845268260179,10
0.3454842267729411,13
0.47649877858603107,7
0.06565940420463579,84
0.33711692720122,14
0.7532841101582537,9
0.5096991608815142,8
0.24903445434269567,21
0.33751437716324906,16
0.6062159555293166,8
0.8772231386095272,9
0.25308415355995995,24
0.5937471972933368,8
0.4672165177869456,9
0.3712865875022694,12
0.5156236102756204,6
0.16496938755658364,36
0.8079691105570168,8
0.340571376228611,15
0.7309115552652665,10
0.9645307901601545,5
0.3384708218926633,10
0.8040022514242268,10
0.69158589310879,9
0.37544613689411643,6
0.8139271879124035,3
0.9437177595351125,7
0.6227700402657813,3
0.5452760086932941,14
0.6126863424814109,6
0.6304435862787056,5
0.7069838186159643,10
0.4139926585988122,11
0.4583435444868361,11
0.7306145917737237,7
0.9280799849039888,5
0.4361441064997229,10
0.2584058488042752,19
0.410527897964995,13
0.18371035788336854,31
0.29158038006608966,15
0.867041657440236,7
0.567590837013099,7
0.622269683225773,11
0.12197521264016276,43
0.4656128995119849,9
0.9684662722889297,5
0.5870407021438561,7
0.031767593122170146,86
0.1692576792713607,29
0.2848399704856611,18
0.1847672193981843,32
0.5427898284988778,5
0.9642183053478038,2
0.2756909842051952,16
0.4134484136382852,14
0.17135992805770506,29
0.08111496266066887,74
0.38080801641159456,20
0.5061588996810102,11
0.049672827783671325,83
0.9772352758303108,5
0.4342643409781993,12
0.9681164789217898,6
0.9365310925972337,4
0.527499445790585,5
0.659684651964439,9
0.9715254681965696,6
0.986818298700504,3
0.10082667914814825,56
0.021599713892828776,94
0.01043006454906581,91
0.4441582488592333,8
0.9295787329613643,8
0.7722850489653211,10
0.6522974417629778,9
0.6317819723765811,4
0.2719743150114059,18
0.8024016813303054,12
0.23364039175113882,26
0.40776019493079774,12
0.550037336655153,7
0.8743546416444243,4
0.5987079820732754,8
0.6804539196203749,8
0.126059875092859,52
0.8301130270225666,5
0.904934231968666,5
0.2483884872097687,12
0.18332813805036452,29
0.6088846560841908,5
0.022292215175780616,91
0.361047166165988,16
0.2930390007617669,20
0.5726103953996659,11
0.5933184118425107,7
0.09877480345476519,71
0.0777449909023854,81
0.05236298354532354,88
0.8566235239972666,4
0.09652229134612267,66
0.23178013822776222,23
0.179737437617572,27
0.0910641617881296,77
0.860351923986776,4
0.06719486090116722,85
0.14802723779785731,38
0.9522813661353199,5
0.20294368487094583,25
0.9192699712672358,5
0.29781368197968616,14
0.3137849394334019,12
0.18249368828824197,34
0.43427237993524503,12
0.9994009358414349,0
0.7747999451199891,2
0.5470650058091662,7
0.6664597234281683,8
0.7761409323964799,7
0.5443175034321089,5
0.031149598439605075,91
0.8601199739583058,3
0.8471614070494959,6
0.7190313097602815,12
0.8058761765068474,6
0.6331949557679957,9
0.9787709986700907,2
0.6467243088135192,8
0.3043750293119515,15
0.9920496743636757,2
0.07604707936764388,91
0.924418185321799,3
0.5933190148757578,13
0.7320501557282165,9
0.005310890379336297,91
0.9422843990170889,9
0.2562928464525611,21
0.48645335069721185,10
0.44143150827610145,10
0.9291627056559449,3
0.6626201200439167,6
0.40984187022420016,13
0.7332664979166339,10
0.042721505198877296,87
0.4258165376133405,11
0.9897489890254791,3
0.7964779198373858,5
0.9193091635308903,8
0.8281736513629593,3
0.4899175331004991,11
0.7903064391674173,8
0.9537876542021646,2
0.11383536730391541,51
0.06605823867351379,77
0.4401688907551712,13
0.026925802436988056,95
0.4628420855988138,10
0.504000995184547,11
0.5908949392444222,6
0.6511817451427787,7
0.7035616463329075,6
0.8333777020422478,8
0.467610442178504,3
0.2399001444988359,13
0.011283500648158973,93
0.9191851318915425,4
0.7870593496749878,7
0.9253817648869188,6
0.7656038337926077,8
0.7255579981506001,4
0.061688050808687334,90
0.7227514674016974,10
0.17292838256293908,36
0.7331200814812707,3
0.8932715641130518,8
0.5842490558730737,10
0.15344734925843917,33
0.5237003636327442,12
0.4593452827140839,12
0.3935471944058223,15
0.8709371870968602,2
0.695231698287375,9
0.9574919113901044,2
0.544177395449003,10
0.38834177030328554,8
0.006520380168999029,94
0.1338641546894891,49
0.478015136232403,8
0.7385868437429571,8
0.016927278575856075,94
0.8355634502071864,2
0.4103005734219447,17
0.167390867557887,36
0.8045104443133151,9
0.733563768427709,14
0.4297030679012276,13
0.9761697239155839,2
0.23221722421783386,20
0.06706238595403236,81
0.020251378955916666,95
0.4123628722239695,12
0.03535086723253489,98
0.2184611360610912,27
0.3943717982759761,16
0.9976205798356363,3
0.4013719839720439,14
0.13164976214429502,45
0.9790873200707727,4
0.7117909070953649,3
0.04390644103734953,84
0.7111544344976416,8
0.03361779290065281,94
0.3630279546848142,9
0.9981643666160712,2
0.31030117132754476,17
0.016761650757659008,94
0.8458939738147087,6
0.1098475507069655,42
0.2511341894659389,14
0.7575342884425322,6
0.542702713885229,8
0.21885092279501606,23
0.7505125197862,8
0.5733469209470168,9
0.5312213265306899,14
0.34883178152132843,15
0.22463752553052563,24
0.9524236364815658,8
0.6822924842702585,6
0.8497188544973062,10
0.3739124714242885,17
0.04852596594648351,83
0.9377281588861403,8
0.20300823445381222,26
0.2746689171822694,20
0.3913740623977854,15
0.2696923706468771,21
0.3954198440050246,15
0.12565522329731793,41
0.3219313961711474,12
0.8176616363303673,2
0.7732525660193698,8
0.6395423825820984,3
0.6933314937049292,10
0.3477589203423882,13
0.5461833372381347,11
0.47494738980699003,11
0.07105761565550983,81
0.4262160692038075,12
0.6955207409532645,4
0.3414400426014297,14
0.3469786222673382,14
0.0013354529614326704,93
0.598301837530707,7
0.07579857121703781,80
0.22576655507728816,21
0.44712512819520367,11
0.15059567632262016,34
0.6088798760586825,7
0.37070529380562034,12
0.618557902972182,6
0.81436101307809,4
0.37681654254920693,13
0.3163757574823507,18
0.08262519968322413,77
0.9263112946732108,3
0.9107803262661199,7
0.10954603823799958,43
0.571333188689103,10
0.28242053675177015,17
0.9324844787379687,5
0.7129959428640891,10
0.28080444616902467,9
0.5493398370990763,6
0.4071932466639344,12
0.4561030652098468,12
0.546705487615378,11
0.9840426043912451,4
0.49227918527943293,12
0.9252622236842494,8
0.28136272569788057,20
0.6756769113935474,10
0.3028350988754823,15
0.31270839432621855,13
0.4051728182098767,11
0.893930206281548,2
0.765271673359418,5
0.8571358113278131,5
0.30770032483513854,20
0.973272644142275,6
0.5299642546681488,8
0.7675431864746385,5
0.984678355407961,4
0.8081633834218825,11
0.30193429005763195,14
0.8665905024780218,4
0.07378931491469154,76
0.32151551262388856,16
0.16783729258834112,32
0.9686525661945146,4
0.4261200069646436,20
0.9620128630697505,8
0.12885391730458595,40
0.9690061649852996,2
0.8835970231517034,4
0.9541926126617357,4
0.8746377569604225,5
0.42994833650710074,9
0.8207754740305064,5
0.48389457272275005,12
0.28370741723291915,8
0.5946665452609805,5
0.5810246169993293,11
0.7465634309894528,5
0.199456195511445,29
0.7000884015473677,13
0.13014073560352213,50
0.7795611655607328,8
0.7114574023996179,8
0.7965889995177547,5
0.9942828198736153,3
0.26096904586583525,14
0.8911134483052783,8
0.3177447659214888,11
0.7475626077185817,5
0.8965306521398009,5
0.581498899983393,8
0.8749710814402729,6
0.4480329370693219,10
0.34813026584035034,13
0.7246076937710855,6
0.7627652997935793,8
0.15688367441620443,44
0.10031264844302423,63
0.4588013156719998,16
0.3224979034730284,12
0.8742526751827454,8
0.426951677944694,10
0.008549813407718432,95
0.43885595341109185,11
0.646213715697733,8
0.42060445153479875,11
0.0949060124872042,71
0.06429285248977479,82
0.6250636656423613,4
0.7195490260962091,5
0.7838307123914321,6
0.13836998918542598,39
0.3286426005145815,11
0.6020802773679487,4
0.37484528572253084,11
0.6689932655425648,9
0.723769054509293,5
0.9076530143082975,8
0.3526279385569562,19
0.6617042026497918,8
0.07953116755150436,72
0.9362314391994844,6
0.6985314680044129,7
0.942443041186762,3
0.7237636573780847,5
0.1113399348128492,45
0.8904954497262194,5
0.8256957218843188,7
0.5724629733841137,8
0.5646446281720746,6
0.4484775291221229,9
0.6630065132800435,9
0.9282128467870104,2
0.8548386816652204,5
0.8344800712998893,7
0.2604625395862993,21
0.5136192367915158,8
0.9865385755864908,4
0.5300678081119822,10
0.3677261446445804,12
0.007822108960088725,90
0.5982901366734426,12
0.16600435245907985,32
0.10649134157824725,49
0.20480475442273116,23
0.41192815062411714,6
0.5537001837835723,4
0.9687124903557884,3
0.5677540776505555,9
0.4444008370857645,8
0.062258908489108866,88
0.7692338811547935,7
0.9849197765455513,6
0.08072958512712158,75
0.8459296280796011,1
0.7610223896421086,8
0.23380481133594933,18
0.5061224951738962,8
0.6443801515310389,6
0.17348972539022955,29
0.3728512492192111,16
0.21657962987701884,24
0.7149635518823636,3
0.5813651350569468,13
0.9724331724581804,3
0.059569948629175085,88
0.31826963260007557,9
0.6077451769679959,6
0.9346121153728437,8
0.5512632447813816,10
0.5836271657474251,4
0.06260527410762262,85
0.697756244083547,5
0.8284484900427583,8
0.48228826331626784,8
0.995861421623734,3
0.6474778661703859,7
0.17502964348793526,29
0.491708997943059,9
0.14140825881408636,42
0.7161862267572277,10
0.7411951840488925,6
0.19798755809149493,22
0.20529612983018153,28
0.7972521653603418,8
0.8816378962426773,0
0.9044591392456754,8
0.7268897705356775,10
0.22961993180917817,22
0.33214819667916007,14
0.5750368929660108,6
0.7308819539292434,4
0.6944687020302124,8
0.5605145716050133,12
0.18666700190271734,26
0.2211884419819029,19
0.5027801833953371,11
0.7801670209930242,6
0.005487365740163175,93
0.3181810996273017,19
0.007861646366327357,91
0.9259578792532182,4
0.2355899872125805,20
0.3108957079765907,13
0.974627024418284,3
0.6087331405042634,6
0.359027996335599,6
0.17295646221221206,31
0.09780314203817808,74
0.4628176312980796,14
0.10344043306729711,57
0.4814078271282789,11
0.60445651207962,12
0.13633803228692454,32
0.5024956210287173,8
0.5496107095645276,7
0.7420882263444473,14
0.11738584433631938,48
0.6351786401831864,6
0.5355247105779465,10
0.9598277839031725,5
0.5879214256447948,9
0.5878330802475713,8
0.13694912738474796,35
0.11068290435313,46
0.7392733834031386,11
0.2681359631650485,15
0.245524469417839,18
0.9033468267988721,9
0.934948725170828,4
0.7753149135114146,5
0.592684061054731,6
0.393996750046851,9
0.3291286634742151,11
0.8464760752007203,5
0.67275991590039,8
0.1743969543540438,31
0.3877932301026209,13
0.9517228379922114,2
0.7571065599785696,5
0.4996888281129328,6
0.16591036229011302,27
0.643518441794646,13
0.7585442704639627,14
0.6214172278767758,4
0.35935561302973507,21
0.9277216115752689,3
0.13463255348163206,35
0.20431560178858843,20
0.4077868354212103,15
0.28725721319603037,16
0.38655969922817546,10
0.7853076360727521,7
0.28977710017467817,20
0.8296683297377675,7
0.3457530351235856,17
0.40369138441961305,16
0.5826849716399419,9
0.70411430460746,8
0.29918102440087957,13
0.05234037789744761,89
0.6848799166844904,9
0.1760092153350703,24
0.4023129858672422,11
0.8177671715640665,3
0.19919758791931252,29
0.7876853008064517,1
0.29375966970005596,20
0.3803389501567961,16
0.14912078194910017,42
0.6399901905015729,8
0.11992434456313827,43
0.6998359857307254,6
0.7984044369017608,9
0.06227965588231188,83
0.7487366725236788,8
0.1914578928167131,31
0.9353904677070396,3
0.9313118538505826,4
0.0583749562863175,85
0.758104928194649,7
0.8875955316625586,4
0.5785892216169195,6
0.40833893552685885,11
0.86813002659487,6
0.8476938640826923,4
0.4999225267104629,5
0.6834408765732987,9
0.34160117608457885,11
0.48525793917786275,11
0.5191372666489841,9
0.9152134455790193,8
0.8006320355445153,6
0.5750080492634407,9
0.570673969564023,5
0.2660937161557282,24
0.775112007603071,8
0.3713192276408168,14
0.06974484922175128,83
0.7660740180131936,6
0.22285461714008203,23
0.2676836753346289,14
0.8721870507403948,5
0.421148567535664,12
0.5400298811937909,12
0.20209077260373043,19
0.32673553439313874,21
0.8250278705321451,6
0.3638691727107014,15
0.160215245299011,31
0.013968703868843746,91
0.3641061467289065,13
0.22396759464531957,21
0.8497729007940407,9
0.8903031867645522,4
0.9415985575274708,4
0.6744716102572608,9
0.6651784410412638,5
0.23908081345356136,24
0.9436354405494544,2
0.7879410923442995,7
0.815448906037333,3
0.34360543257282317,15
0.30208932441637126,14
0.5750135493778606,7
0.20571873291213705,23
0.4347796779119977,12
0.46908097262888737,11
0.5754511293451393,7
0.09962600121423859,65
0.9683273132090728,7
0.8738634392149863,5
0.9047878464059602,7
0.44102347337724823,10
0.14953282341055385,35
0.7992725895940218,4
0.08465832076078594,74
0.19638822133781852,23
0.53367695459947,8
0.3321458949732591,9
0.8383338406577971,7
0.6948911973310652,6
0.9394345247541298,7
0.9882101870414255,3
0.18263003086113117,32
0.9435066205096708,5
0.6921504661904769,6
0.9426694257591067,5
0.3251901891624238,12
0.432910581393956,10
0.24763673238176764,17
0.49209844840663775,11
0.3666096622320574,14
0.3473273463115154,13
0.284400542908508,21
0.6501163378395018,6
0.15306249193361587,37
0.7361157614796793,7
0.1479094208586007,33
0.42119602057084127,13
0.7825162553361186,9
0.26109955619828407,16
0.21946950917887353,26
0.04295266186522706,92
0.8274216997816858,8
0.48662594544001203,8
0.8746636277005049,3
0.820390035089473,7
0.06651771800969986,79
0.08342940265116461,67
0.6148999349120247,8
0.16611693528362348,25
0.06547085293389188,85
0.18629912236875124,29
0.1133465182946719,53
0.33935627687571013,13
0.1481670268638705,32
0.3305093306831177,17
0.04308231749000935,87
0.7221176279053507,4
0.12178869774363277,53
0.2299179178400379,15
0.46917872046024056,8
0.23213642871351337,19
0.7432368567720327,7
0.3672055388697516,12
0.5208254271408098,8
0.15941853920136495,40
0.6057057666040971,10
0.7240984465310475,7
0.6439110793849918,8
0.6518839806917331,7
0.6969742862414232,6
0.86874264604654,6
0.7314997432830818,9
0.7969719380333898,8
0.20163452196829246,26
0.6143151434283506,7
0.7526465135688775,6
0.862066433830337,2
0.5264500579662073,8
0.7463251673661528,9
0.9067394778553464,7
0.5061822357301445,5
0.4800011556428271,9
0.818739336854026,8
0.032163668254523325,93
0.40939629179586934,15
0.5500225842688519,9
0.737241562616539,8
0.28648607552490224,17
0.14921813497934266,36
0.7903493667678765,9
0.5253394792322756,7
0.31959934963983583,10
0.1623253359567599,33
0.8515708152023389,7
0.7832797488260227,4
0.5099552430815005,8
0.7904555311259361,5
0.7639230847095108,4
0.6538608060788341,5
0.39465778348603264,5
0.6701775986694537,9
0.6125744459719977,12
